group,sample_id,model,actual_label,baseline_predicted_yield,optimized_predicted_yield,predicted_gain_pp,baseline_oracle_yield,optimized_oracle_yield,oracle_gain_pp,true_improved,true_worsened,optimized_predicted_90pct_hit,optimized_oracle_90pct_hit,optimized_prediction_oracle_error_pp,n_changed,changed_features,n_evaluations,current_values,suggested_values,oracle_role,causal,disclaimer,selected_model
demo_preset,정상 조건,logreg,,0.7483586422584072,0.9700329988176077,22.167435655920052,0.8834815362826005,0.9955507736204056,11.206923733780505,True,False,True,True,-2.551777480279782,3,uv_time|pin_speed|head_vacuum,323,"{""die_thickness"": 128.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -95.5}","{""die_thickness"": 128.0, ""head_vacuum"": -67.3, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 0.96, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -95.5}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,위험 조건 — 얇은 다이 + 빠른 핀,logreg,,0.1346775126333804,0.6288150463512987,49.41375337179183,0.18524935090260167,0.9066301318389947,72.13807809363931,True,False,False,True,-27.781508548769594,3,uv_time|pin_speed|head_vacuum,323,"{""die_thickness"": 112.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.4, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -95.5}","{""die_thickness"": 112.0, ""head_vacuum"": -67.3, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.26, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -95.5}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,위험 조건 — 마모 + 약한 진공,logreg,,0.14205271895923416,0.6431382894608971,50.108557050166304,0.16799183090026945,0.7649258564213195,59.693402552105,True,False,False,False,-12.178756696042237,3,uv_time|pin_speed|head_vacuum,323,"{""die_thickness"": 128.0, ""head_vacuum"": -62.0, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 20.0, ""tape_type"": 0.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -92.0}","{""die_thickness"": 128.0, ""head_vacuum"": -63.8, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 0.96, ""pin_vacuum"": -50.0, ""runtime_hours"": 20.0, ""tape_type"": 0.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -92.0}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,정상 조건,random_forest,,0.8629320457320453,0.9872629148629147,12.433086913086944,0.8834815362826005,0.97074788372719,8.72663474445895,True,False,True,True,1.6515031135724723,2,pin_pressure|head_vacuum,484,"{""die_thickness"": 128.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -95.5}","{""die_thickness"": 128.0, ""head_vacuum"": -66.6, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 32.0, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -95.5}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,위험 조건 — 얇은 다이 + 빠른 핀,random_forest,,0.4341703074703075,0.6762429132958543,24.207260582554678,0.18524935090260167,0.8273882791063891,64.21389282037875,True,False,False,False,-15.114536581053484,3,pin_speed|uv_time|humidity,484,"{""die_thickness"": 112.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.4, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -95.5}","{""die_thickness"": 112.0, ""head_vacuum"": -65.5, ""humidity"": 41.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.26, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -95.5}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,위험 조건 — 마모 + 약한 진공,random_forest,,0.5492077422577422,0.7325832347391169,18.337549248137474,0.16799183090026945,0.7683444286232021,60.03525977229326,True,False,False,False,-3.5761193884085163,3,uv_time|head_vacuum|pin_pressure,484,"{""die_thickness"": 128.0, ""head_vacuum"": -62.0, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 20.0, ""tape_type"": 0.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -92.0}","{""die_thickness"": 128.0, ""head_vacuum"": -63.8, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 31.5, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 20.0, ""tape_type"": 0.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -92.0}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,정상 조건,lightgbm,,0.8031400001245007,0.9927051807249052,18.95651806004045,0.8834815362826005,0.9915622786184496,10.808074233584907,True,False,True,True,0.11429021064556233,2,uv_time|pin_pressure,484,"{""die_thickness"": 128.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -95.5}","{""die_thickness"": 128.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 32.5, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -95.5}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,위험 조건 — 얇은 다이 + 빠른 핀,lightgbm,,0.23292579363047583,0.8988225917883093,66.58967981578334,0.18524935090260167,0.9127249113748551,72.74755604722534,True,False,False,True,-1.3902319586545864,3,uv_time|pin_speed|pin_pressure,484,"{""die_thickness"": 112.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.4, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -95.5}","{""die_thickness"": 112.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 32.5, ""pin_speed"": 1.26, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -95.5}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,위험 조건 — 마모 + 약한 진공,lightgbm,,0.4641928726037405,0.9086355058378639,44.44426332341234,0.16799183090026945,0.7448862336890991,57.68944027888296,True,False,True,False,16.37492721487648,3,uv_time|pin_pressure|pin_speed,323,"{""die_thickness"": 128.0, ""head_vacuum"": -62.0, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 20.0, ""tape_type"": 0.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -92.0}","{""die_thickness"": 128.0, ""head_vacuum"": -62.0, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 32.5, ""pin_speed"": 0.96, ""pin_vacuum"": -50.0, ""runtime_hours"": 20.0, ""tape_type"": 0.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -92.0}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,False
demo_preset,정상 조건,lightgbm_monotone,,0.8144090251687012,0.9969992724626608,18.259024729395968,0.8834815362826005,0.995867655555735,11.238611927313446,True,False,True,True,0.11316169069258697,3,uv_time|pin_speed|pin_pressure,484,"{""die_thickness"": 128.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 29.0, ""pin_speed"": 1.1, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 4.8, ""vacuum_status"": -95.5}","{""die_thickness"": 128.0, ""head_vacuum"": -65.5, ""humidity"": 44.0, ""pin_height"": 0.5, ""pin_pressure"": 32.5, ""pin_speed"": 0.96, ""pin_vacuum"": -50.0, ""runtime_hours"": 9.0, ""tape_type"": 1.0, ""temperature"": 24.0, ""uv_intensity"": 1180.0, ""uv_time"": 5.5, ""vacuum_status"": -95.5}",posthoc_only_after_model_selection_and_all_recommendations_are_frozen; not_used_for_training_candidate_generation_or_optimization,False,Synthetic post-hoc counterfactual audit on observed conditions; not causal and not a production guarantee.,True
